name,temp,humidity,precip,precipcover,windgust,solarradiation,solarenergy,uvindex,O3,SO2
nakhonpathom,27.2,79.8,2.027,12.5,22.3,80.3,6.8,5,20.0,1.625
nakhonpathom,28.2,77.4,0.0,0.0,29.5,98.6,8.5,5,20.0,1.625
nakhonpathom,29.1,72.3,0.0,0.0,36.7,135.3,11.6,6,17.0,1.1851851851851851
nakhonpathom,29.4,62.1,0.0,0.0,32.8,153.0,13.3,7,13.0,2.15625
nakhonpathom,28.3,70.0,0.0,0.0,38.2,139.3,11.9,6,13.0,2.15625
nakhonpathom,28.7,73.0,0.0,0.0,36.0,126.7,11.0,5,14.0,1.25
nakhonpathom,28.8,71.6,0.0,0.0,39.2,109.5,9.4,5,12.0,1.125
nakhonpathom,28.6,73.5,0.145,4.17,28.4,125.1,10.9,7,12.0,1.125
nakhonpathom,27.9,76.4,5.322,8.33,22.0,131.3,11.2,6,24.0,1.28
nakhonpathom,27.5,70.6,0.037,4.17,29.747872340425534,115.4,9.9,5,29.0,3.923076923076923
nakhonpathom,27.5,62.2,0.0,0.0,28.5734693877551,151.5,13.1,6,26.0,1.0
nakhonpathom,28.7,63.2,0.0,0.0,24.8,199.4,17.0,7,22.0,1.6206896551724137
nakhonpathom,29.4,67.5,0.0,0.0,28.8,119.9,10.4,6,21.0,1.2222222222222223
nakhonpathom,28.7,76.1,3.063,4.17,31.0,72.6,6.5,4,17.0,1.1851851851851851
nakhonpathom,28.3,79.6,2.099,8.33,31.0,84.9,7.4,4,21.0,1.2222222222222223
nakhonpathom,28.5,77.2,0.007,4.17,24.1,86.7,7.5,3,23.0,1.2692307692307692
nakhonpathom,27.6,81.0,1.273,12.5,48.2,79.4,6.7,3,17.0,1.1851851851851851
nakhonpathom,28.4,78.8,0.0,0.0,33.5,100.4,8.6,4,12.0,1.125
nakhonpathom,27.6,80.8,0.364,4.17,31.7,132.4,11.3,8,8.0,3.5185185185185186
nakhonpathom,26.4,84.1,8.838,25.0,28.135211267605634,78.0,6.5,3,12.0,1.125
nakhonpathom,26.2,86.3,0.892,20.83,24.134615384615383,82.9,7.2,4,12.0,1.0
nakhonpathom,26.7,87.5,1.869,29.17,27.0,146.8,12.8,6,8.0,3.5185185185185186
nakhonpathom,27.2,83.9,27.572,29.17,29.9,118.4,10.1,6,9.0,3.342857142857143
nakhonpathom,28.4,79.4,1.145,12.5,32.4,151.9,13.2,6,7.0,22.541666666666668
nakhonpathom,29.1,77.8,0.04,8.33,27.7,140.2,12.1,7,20.0,1.625
nakhonpathom,27.2,80.4,2.162,12.5,28.8,87.2,7.4,5,20.0,1.625
nakhonpathom,25.6,73.8,0.429,8.33,21.2,131.8,11.4,6,23.0,1.0
nakhonpathom,27.0,67.1,0.0,0.0,33.1,155.6,13.4,6,22.0,1.0
nakhonpathom,26.3,56.7,0.0,0.0,39.2,178.9,15.5,7,22.0,1.0
nakhonpathom,26.3,55.8,0.0,0.0,38.5,170.6,14.7,7,25.0,1.0
nakhonpathom,26.9,53.9,0.0,0.0,31.0,176.2,15.3,7,31.0,1.0
nakhonpathom,27.6,55.6,0.0,0.0,42.5,183.6,15.9,7,35.0,1.0
nakhonpathom,28.9,62.9,0.0,0.0,22.0,174.8,15.1,7,25.0,1.434782608695652
nakhonpathom,29.7,69.7,0.48,4.17,27.7,160.3,14.0,7,24.0,1.28
nakhonpathom,29.6,73.4,0.0,0.0,28.4,128.4,11.0,5,20.0,1.625
nakhonpathom,29.3,74.8,0.0,0.0,31.3,121.2,10.4,5,24.0,1.28
nakhonpathom,30.2,73.2,0.0,0.0,32.8,144.0,12.3,5,23.0,1.2692307692307692
nakhonpathom,30.6,73.1,0.0,0.0,34.9,137.7,12.0,5,15.0,2.0
nakhonpathom,30.5,73.1,0.0,0.0,37.1,151.5,12.9,5,15.0,2.0
nakhonpathom,30.1,74.7,0.0,0.0,28.8,124.6,10.7,5,22.0,1.6206896551724137
nakhonpathom,27.7,75.8,8.674,12.5,35.6,114.3,9.6,5,26.0,1.5
nakhonpathom,29.5,71.1,0.0,0.0,24.1,281.8,24.5,9,22.0,1.6206896551724137
nakhonpathom,29.8,74.0,0.065,4.17,31.0,229.9,19.8,6,21.0,1.2222222222222223
nakhonpathom,30.4,72.4,0.0,0.0,30.2,228.1,19.8,9,24.0,1.28
nakhonpathom,30.9,72.8,0.0,0.0,25.6,305.1,26.5,10,22.0,1.6206896551724137
nakhonpathom,30.9,74.2,0.0,0.0,31.0,298.5,25.9,9,16.0,1.4242424242424243
nakhonpathom,30.7,73.2,0.0,0.0,32.8,287.5,24.9,9,16.0,1.4242424242424243
nakhonpathom,30.7,73.2,0.0,0.0,32.4,293.2,25.3,10,14.0,1.25
nakhonpathom,31.0,71.3,0.0,0.0,35.6,141.0,12.4,5,16.0,1.4242424242424243
nakhonpathom,30.6,71.2,0.0,0.0,33.1,305.7,26.4,10,17.0,1.1851851851851851
nakhonpathom,29.5,74.7,0.052,4.17,31.7,263.3,22.8,9,27.0,1.0
nakhonpathom,29.3,71.1,0.331,8.33,34.9,248.6,21.4,9,10.0,1.9230769230769231
nakhonpathom,27.3,85.0,4.754,25.0,31.7,288.3,24.7,10,9.0,3.342857142857143
nakhonpathom,28.0,84.0,5.026,25.0,33.5,299.2,25.8,9,8.0,3.5185185185185186
nakhonpathom,28.4,81.8,1.094,25.0,30.2,269.3,23.3,9,12.0,1.125
nakhonpathom,28.2,83.9,1.663,12.5,27.7,197.4,17.1,9,14.0,1.25
nakhonpathom,28.4,83.6,6.138,12.5,26.3,86.1,7.3,8,12.0,1.125
nakhonpathom,29.1,82.4,0.0,0.0,33.1,72.8,6.5,3,16.0,1.4242424242424243
nakhonpathom,30.7,73.8,0.0,0.0,33.5,150.0,12.9,6,15.0,2.0
nakhonpathom,31.1,71.7,0.0,0.0,30.2,141.1,12.2,6,13.0,2.15625
nakhonpathom,30.6,74.1,4.309,12.5,29.2,172.6,15.0,8,17.0,1.1851851851851851
nakhonpathom,29.9,75.1,4.291,12.5,29.5,149.1,13.0,7,19.0,1.4482758620689655
nakhonpathom,30.3,72.3,2.6,8.33,27.0,184.0,15.9,7,23.0,1.2692307692307692
nakhonpathom,31.1,68.7,0.0,0.0,22.7,211.6,18.2,8,23.0,1.2692307692307692
nakhonpathom,30.4,66.7,0.0,0.0,38.5,209.4,18.1,8,18.0,1.8235294117647058
nakhonpathom,26.2,66.5,0.0,0.0,35.6,117.0,10.2,8,17.0,1.1851851851851851
nakhonpathom,22.5,74.5,0.623,12.5,35.6,114.6,9.9,7,26.0,1.0
nakhonpathom,26.6,60.8,0.0,0.0,32.8,219.2,19.1,8,30.0,1.0
nakhonpathom,28.7,58.6,0.0,0.0,24.1,137.0,11.7,6,31.0,1.2727272727272727
nakhonpathom,30.8,57.6,0.0,0.0,38.2,213.1,18.5,8,24.0,1.0
nakhonpathom,30.0,58.5,0.0,0.0,38.9,134.4,11.6,4,39.0,1.0
nakhonpathom,29.1,53.1,0.0,0.0,26.6,181.8,15.7,7,42.0,1.0
nakhonpathom,29.8,54.5,0.0,0.0,23.0,161.5,13.8,6,38.0,5.0
nakhonpathom,30.4,64.1,0.0,0.0,32.0,150.5,13.0,6,25.0,1.434782608695652
nakhonpathom,30.5,72.9,0.013,4.17,28.1,100.4,8.5,5,22.0,1.6206896551724137
nakhonpathom,31.2,71.9,0.0,0.0,31.3,91.9,7.8,4,25.0,1.434782608695652
nakhonpathom,31.8,64.9,0.0,0.0,36.4,202.8,17.4,7,22.0,1.6206896551724137
nakhonpathom,32.2,62.6,0.0,0.0,30.2,205.7,17.7,7,20.0,1.625
nakhonpathom,32.3,60.0,0.0,0.0,35.3,210.0,17.9,7,21.0,1.2222222222222223
nakhonpathom,32.3,63.1,0.0,0.0,37.1,185.7,16.1,7,17.0,1.1851851851851851
nakhonpathom,30.5,72.9,0.0,0.0,32.4,112.2,9.6,6,15.0,2.0
nakhonpathom,28.4,81.7,4.65,8.33,21.2,104.2,9.1,4,24.0,1.28
nakhonpathom,28.1,79.8,0.086,4.17,19.06,126.7,11.1,5,23.0,1.2692307692307692
nakhonpathom,30.2,70.5,1.613,8.33,20.788888888888888,180.4,15.6,7,19.0,1.4482758620689655
nakhonpathom,29.6,75.8,1.775,8.33,50.0,133.1,11.5,8,18.0,1.8235294117647058
nakhonpathom,29.9,75.8,1.007,16.67,35.6,193.2,16.6,8,13.0,2.15625
nakhonpathom,30.6,73.0,0.0,0.0,33.8,189.0,16.4,8,17.0,1.1851851851851851
nakhonpathom,31.3,70.6,0.0,0.0,33.8,133.1,11.5,6,14.0,1.25
nakhonpathom,31.6,71.7,0.0,0.0,35.6,206.1,17.8,7,14.0,1.25
nakhonpathom,30.9,75.7,0.521,4.17,33.8,128.7,11.1,5,16.0,1.4242424242424243
nakhonpathom,32.6,65.9,0.0,0.0,32.0,224.0,19.5,9,17.0,1.1851851851851851
nakhonpathom,31.9,73.1,2.735,4.17,33.8,183.5,15.6,7,22.0,1.6206896551724137
nakhonpathom,28.7,78.3,48.713,12.5,28.4,208.6,17.8,7,32.0,1.5
nakhonpathom,30.7,73.3,0.0,0.0,31.0,184.9,15.8,8,20.0,1.625
nakhonpathom,29.1,79.7,10.512,16.67,22.3,149.7,12.9,6,15.0,2.0
nakhonpathom,27.0,80.7,1.003,4.17,27.4,88.9,7.6,6,20.0,1.625
nakhonpathom,25.1,73.1,0.0,0.0,33.1,97.2,8.2,5,21.0,1.2222222222222223
nakhonpathom,25.9,73.9,0.0,0.0,19.1,101.2,8.8,4,25.0,1.434782608695652
nakhonpathom,28.6,69.6,0.0,0.0,22.78,174.3,14.8,6,26.0,1.5
nakhonpathom,28.9,79.0,19.551,12.5,40.7,175.3,15.1,6,11.0,1.894736842105263
nakhonpathom,27.2,90.4,16.95,12.5,53.6,120.0,10.2,8,13.0,2.15625
nakhonpathom,27.9,86.7,15.856,12.5,28.5734693877551,140.5,12.1,6,11.0,1.894736842105263
nakhonpathom,28.6,85.3,12.47,20.83,76.0,169.9,14.5,8,9.0,3.342857142857143
nakhonpathom,28.1,85.3,5.454,16.67,25.6,107.0,9.4,5,12.0,1.125
nakhonpathom,28.7,84.1,3.173,16.67,24.5,91.8,8.0,5,11.0,1.894736842105263
nakhonpathom,29.6,78.2,5.73,16.67,19.4,203.7,17.5,8,13.0,2.15625
nakhonpathom,30.5,70.5,0.0,0.0,24.1,215.0,18.4,9,16.0,1.4242424242424243
nakhonpathom,31.0,70.4,0.0,0.0,24.1,146.8,12.7,6,13.0,2.15625
nakhonpathom,30.8,75.6,1.228,4.17,29.5,307.7,26.5,10,8.0,3.5185185185185186
nakhonpathom,29.8,77.6,3.213,12.5,19.4,190.6,16.5,7,11.0,1.894736842105263
nakhonpathom,28.2,83.4,8.619,25.0,30.172727272727272,177.8,15.3,7,14.0,1.25
nakhonpathom,27.6,88.5,13.232,25.0,22.0,123.2,10.6,5,10.0,1.9230769230769231
nakhonpathom,29.0,82.1,14.006,8.33,22.7,154.3,13.4,6,10.0,1.9230769230769231
nakhonpathom,29.7,74.2,0.614,20.83,34.6,165.2,14.2,7,10.0,1.9230769230769231
nakhonpathom,28.8,75.8,1.892,25.0,43.6,57.9,5.0,3,14.0,1.25
nakhonpathom,27.8,77.7,3.202,20.83,37.8,112.0,9.5,5,11.0,1.894736842105263
nakhonpathom,29.9,69.7,0.0,0.0,32.4,209.3,17.9,8,13.0,2.15625
nakhonpathom,29.9,68.8,0.696,8.33,25.6,150.2,13.0,6,11.0,1.894736842105263
nakhonpathom,29.5,71.0,2.989,16.67,31.7,225.5,19.5,8,10.0,1.9230769230769231
nakhonpathom,29.8,72.4,1.358,12.5,27.4,195.0,16.9,8,9.0,3.342857142857143
nakhonpathom,30.1,67.5,0.205,4.17,32.4,183.3,15.8,7,12.0,1.125
nakhonpathom,29.4,73.0,2.647,8.33,26.3,209.6,18.1,7,13.0,2.15625
nakhonpathom,30.1,68.9,0.205,4.17,42.5,219.7,19.0,7,16.0,1.4242424242424243
nakhonpathom,30.2,67.7,0.227,8.33,36.7,189.1,16.4,8,15.0,2.0
nakhonpathom,29.7,75.2,4.279,12.5,32.4,203.8,17.6,8,18.0,1.8235294117647058
nakhonpathom,30.2,75.0,0.37,4.17,30.2,164.6,14.0,6,15.0,2.0
nakhonpathom,30.2,74.8,10.191,4.17,25.6,230.4,19.9,9,13.0,2.15625
nakhonpathom,29.3,80.8,5.537,25.0,44.6,75.1,6.5,2,13.0,2.15625
nakhonpathom,29.5,78.3,1.248,8.33,26.3,156.6,13.5,6,12.0,1.125
nakhonpathom,29.7,73.2,2.203,8.33,25.6,174.8,15.2,8,11.0,1.894736842105263
nakhonpathom,29.0,73.8,3.158,12.5,24.8,216.6,18.8,8,9.0,3.342857142857143
nakhonpathom,29.3,67.6,0.0,0.0,28.4,198.8,17.0,8,9.0,3.342857142857143
nakhonpathom,29.0,69.4,0.257,8.33,22.3,177.8,15.4,7,12.0,1.125
nakhonpathom,29.7,73.9,3.109,8.33,26.3,175.3,15.1,7,13.0,2.15625
nakhonpathom,29.8,74.9,3.014,12.5,44.6,191.0,16.4,8,9.0,3.342857142857143
nakhonpathom,29.8,72.9,1.638,4.17,29.5,218.1,18.5,7,13.0,2.15625
nakhonpathom,30.7,69.0,0.678,8.33,23.8,193.8,16.7,7,13.0,2.15625
nakhonpathom,30.0,72.9,0.547,16.67,25.9,185.6,16.0,8,13.0,2.15625
nakhonpathom,29.5,79.5,0.169,12.5,31.0,126.1,10.8,7,12.0,1.125
nakhonpathom,29.3,80.5,1.043,8.33,40.7,165.2,14.1,8,13.0,2.15625
nakhonpathom,29.4,79.7,3.563,12.5,29.5,161.0,13.9,7,12.0,1.125
nakhonpathom,30.7,73.0,0.276,8.33,38.5,171.9,14.8,8,9.0,3.342857142857143
nakhonpathom,30.8,68.9,0.041,4.17,25.6,209.7,18.3,8,9.0,3.342857142857143
nakhonpathom,31.0,62.5,2.766,8.33,53.6,234.3,20.2,8,12.0,1.125
nakhonpathom,30.0,66.7,3.74,8.33,32.4,246.3,21.3,8,10.0,1.9230769230769231
nakhonpathom,29.3,75.6,8.941,12.5,41.0,234.2,20.2,8,10.0,1.9230769230769231
nakhonpathom,29.9,70.7,2.237,12.5,33.5,200.4,17.2,8,12.0,1.125
nakhonpathom,30.1,70.9,9.329,8.33,27.4,207.9,17.8,9,12.0,1.125
nakhonpathom,29.3,75.5,10.344,16.67,30.6,156.0,13.5,7,18.0,1.8235294117647058
nakhonpathom,28.8,80.2,2.205,12.5,28.8,143.5,12.4,7,12.0,1.125
nakhonpathom,29.0,79.4,4.768,8.33,28.4,163.5,14.0,8,11.0,1.894736842105263
nakhonpathom,28.1,85.7,3.398,12.5,21.6,84.8,7.3,5,10.0,1.9230769230769231
nakhonpathom,29.2,78.7,2.968,16.67,23.0,182.1,15.6,6,12.0,1.125
nakhonpathom,29.9,76.0,0.843,12.5,28.1,235.0,20.4,8,9.0,3.342857142857143
nakhonpathom,30.0,72.0,2.091,4.17,34.9,215.5,18.5,7,10.0,1.9230769230769231
nakhonpathom,29.7,72.1,2.869,16.67,23.8,213.1,18.6,7,11.0,1.894736842105263
nakhonpathom,29.3,78.0,3.37,16.67,34.2,187.9,16.1,8,11.0,1.894736842105263
nakhonpathom,29.4,78.7,0.222,8.33,31.7,125.0,10.7,6,12.0,1.125
nakhonpathom,29.5,74.1,3.531,12.5,29.5,140.8,12.1,6,13.0,2.15625
nakhonpathom,29.8,77.5,2.582,16.67,24.5,120.3,10.5,4,14.0,1.25
nakhonpathom,30.2,70.2,2.467,12.5,22.7,202.9,17.5,7,11.0,1.894736842105263
nakhonpathom,30.0,70.2,0.0,0.0,28.8,150.4,13.0,5,10.0,1.9230769230769231
nakhonpathom,29.7,71.7,7.375,12.5,36.4,188.0,16.2,8,9.0,3.342857142857143
nakhonpathom,28.2,81.2,2.865,29.17,39.6,116.5,10.1,5,10.0,1.9230769230769231
nakhonpathom,29.1,69.8,0.248,8.33,37.1,27.3,2.3,1,9.0,3.342857142857143
nakhonpathom,28.8,69.8,0.724,16.67,40.0,125.5,10.8,5,10.0,1.9230769230769231
nakhonpathom,27.9,75.3,0.433,12.5,41.8,107.1,9.4,5,8.0,3.5185185185185186
nakhonpathom,26.1,83.5,6.471,29.17,50.0,88.2,7.6,3,11.0,1.894736842105263
nakhonpathom,28.4,75.5,2.833,8.33,27.4,182.3,15.8,8,15.0,1.0
nakhonpathom,29.0,77.9,0.086,4.17,20.9,126.0,10.7,6,15.0,2.0
nakhonpathom,29.7,75.9,2.256,12.5,28.1,145.8,12.6,6,13.0,2.15625
nakhonpathom,29.6,75.1,4.459,25.0,24.8,203.8,17.4,7,10.0,1.0
nakhonpathom,30.5,72.7,0.12,4.17,28.4,213.6,18.4,8,9.0,3.342857142857143
nakhonpathom,30.7,67.2,0.0,0.0,34.9,206.7,17.8,8,11.0,1.894736842105263
nakhonpathom,29.4,76.5,24.746,16.67,46.4,167.8,14.5,8,7.0,22.541666666666668
nakhonpathom,26.7,91.3,17.7,29.17,33.8,77.9,6.8,4,12.0,1.125
nakhonpathom,28.4,81.6,10.269,16.67,42.5,121.3,10.5,6,11.0,1.0
nakhonpathom,28.1,86.6,1.246,16.67,22.72222222222222,73.0,6.3,3,12.0,1.0
nakhonpathom,28.4,83.1,3.851,16.67,24.95,189.2,16.5,9,22.0,1.6206896551724137
nakhonpathom,29.1,78.1,0.12,4.17,19.8,220.9,19.1,8,22.0,1.0
nakhonpathom,30.4,74.8,0.8,4.17,24.8,124.5,10.8,4,17.0,1.1851851851851851
nakhonpathom,30.1,77.1,0.724,4.17,24.8,159.0,14.0,8,9.0,3.342857142857143
nakhonpathom,28.8,81.2,7.087,20.83,48.2,170.1,14.6,6,18.0,1.0
nakhonpathom,29.8,78.9,1.234,16.67,29.2,142.3,12.4,7,15.0,1.0
nakhonpathom,30.4,77.0,0.592,4.17,25.2,189.5,16.4,8,12.0,1.125
nakhonpathom,29.0,81.7,16.391,12.5,66.6,154.7,13.2,8,5.0,4.857142857142857
nakhonpathom,27.2,92.2,9.336,20.83,46.4,90.2,7.8,5,9.0,3.342857142857143
nakhonpathom,27.2,89.6,9.142,29.17,46.4,138.3,11.9,8,11.0,1.894736842105263
nakhonpathom,28.4,84.5,36.211,20.83,24.5,168.7,14.5,6,11.0,1.894736842105263
nakhonpathom,28.8,78.0,0.489,16.67,38.9,214.2,18.4,8,11.0,1.0
nakhonpathom,28.0,77.5,1.551,16.67,32.8,128.5,11.1,6,12.0,1.125
nakhonpathom,29.5,74.1,0.051,4.17,30.2,121.0,10.4,5,9.0,3.342857142857143
nakhonpathom,29.2,71.8,0.233,12.5,30.2,112.2,9.6,5,9.0,3.342857142857143
nakhonpathom,27.4,83.3,22.484,29.17,38.5,103.7,9.2,5,9.0,3.342857142857143
nakhonpathom,28.0,80.8,4.958,20.83,26.3,135.3,11.7,7,8.0,1.0
nakhonpathom,29.8,69.1,0.102,4.17,35.3,171.3,14.8,7,8.0,1.0
nakhonpathom,28.9,73.4,1.569,12.5,34.9,144.7,12.6,5,9.0,3.342857142857143
nakhonpathom,28.2,80.5,2.483,20.83,28.4,103.6,8.9,4,13.0,2.15625
nakhonpathom,28.9,77.4,3.929,12.5,24.5,116.8,10.2,6,12.0,1.125
nakhonpathom,29.9,70.9,2.105,8.33,29.5,234.0,20.3,9,9.0,3.342857142857143
nakhonpathom,29.2,76.7,21.095,16.67,50.0,198.2,17.2,9,7.0,22.541666666666668
nakhonpathom,28.0,83.4,2.201,20.83,30.2,158.4,13.6,8,9.0,3.342857142857143
nakhonpathom,28.3,79.8,0.661,16.67,24.8,101.5,8.9,6,10.0,1.9230769230769231
nakhonpathom,28.8,77.1,1.049,16.67,48.2,195.3,16.8,9,9.0,1.0
nakhonpathom,29.4,75.3,0.509,4.17,36.7,187.5,16.2,7,8.0,3.5185185185185186
nakhonpathom,29.0,74.3,0.757,16.67,33.8,125.8,10.9,5,8.0,3.5185185185185186
nakhonpathom,28.4,79.9,1.578,12.5,39.2,121.4,10.5,6,13.0,2.15625
nakhonpathom,29.0,77.2,0.052,8.33,26.3,150.7,13.0,8,19.0,1.4482758620689655
nakhonpathom,29.9,69.1,0.0,0.0,28.4,220.1,19.0,8,16.0,1.4242424242424243
nakhonpathom,30.9,72.6,0.029,4.17,30.2,184.0,16.0,8,13.0,2.15625
nakhonpathom,28.3,81.4,1.776,20.83,50.0,68.6,5.8,3,7.0,22.541666666666668
nakhonpathom,26.9,89.7,24.33,25.0,31.0,76.7,6.6,4,14.0,1.0
nakhonpathom,28.4,82.3,1.837,16.67,26.3,155.3,13.3,7,11.0,1.894736842105263
nakhonpathom,29.5,77.7,0.387,16.67,27.84888888888889,200.7,17.3,9,12.0,1.125
nakhonpathom,27.9,84.1,13.135,20.83,23.0,145.8,12.7,9,23.0,1.2692307692307692
nakhonpathom,28.6,81.0,0.0,0.0,20.9,165.9,14.4,6,16.0,1.4242424242424243
nakhonpathom,27.9,86.6,1.414,8.33,22.3,83.4,7.2,6,14.0,1.25
nakhonpathom,28.5,83.3,2.773,12.5,20.5,149.4,12.9,8,19.0,1.4482758620689655
nakhonpathom,29.7,78.5,1.608,12.5,22.0,163.5,14.1,8,10.0,1.9230769230769231
nakhonpathom,29.3,81.8,1.587,12.5,19.8,128.6,11.2,7,3.0,2.25
nakhonpathom,28.7,81.3,8.07,25.0,33.8,167.4,14.4,7,1.0,1.0
nakhonpathom,27.4,87.1,20.83,8.33,18.4,93.3,8.1,4,4.0,1.0
nakhonpathom,28.4,79.4,7.473,16.67,35.3,230.5,19.9,9,1.0,1.0
nakhonpathom,27.4,86.5,12.745,29.17,28.1,115.7,10.0,6,1.0,1.0
nakhonpathom,25.9,93.9,18.254,33.33,23.0,58.2,5.0,3,2.0,1.0
nakhonpathom,28.3,80.0,0.007,4.17,18.7,182.5,15.6,8,5.0,4.857142857142857
nakhonpathom,27.8,83.7,11.343,20.83,18.0,159.8,13.7,6,10.5,26.0
nakhonpathom,28.6,79.8,0.086,4.17,24.1,155.2,13.5,6,2.0,1.0
nakhonpathom,27.7,86.6,50.266,29.17,32.325,99.9,8.6,4,7.0,22.541666666666668
nakhonpathom,27.9,86.8,23.713,16.67,42.5,118.0,10.2,6,3.0,2.25
nakhonpathom,27.9,85.7,37.887,20.83,24.8,145.7,12.5,8,1.0,1.0
nakhonpathom,28.9,79.5,1.99,16.67,32.0,163.5,14.4,6,1.0,1.0
nakhonpathom,29.5,73.2,0.293,12.5,30.2,177.0,15.4,7,4.0,1.0
nakhonpathom,29.1,77.0,4.983,8.33,27.7,109.3,9.7,5,4.0,1.0
nakhonpathom,27.9,84.1,12.173,20.83,30.6,66.4,5.8,3,14.9,5.06753899265526
nakhonpathom,28.5,75.2,1.328,8.33,29.5,191.1,16.5,8,17.166666666666668,5.06753899265526
nakhonpathom,29.0,69.1,0.329,12.5,31.0,135.3,11.6,6,5.0,4.857142857142857
nakhonpathom,28.7,73.9,2.056,8.33,23.8,177.8,15.4,7,6.0,12.0
nakhonpathom,27.8,83.8,13.721,29.17,25.2,137.9,12.0,7,4.0,1.0
nakhonpathom,27.6,86.1,7.028,20.83,18.7,100.1,8.5,5,6.333333333333333,5.06753899265526
nakhonpathom,27.5,88.8,20.926,29.17,19.4,96.3,8.3,5,16.001013466641023,2.0
nakhonpathom,26.9,93.1,12.991,29.17,19.06,57.0,4.8,2,4.0,1.0
nakhonpathom,25.7,96.5,9.519,33.33,14.933333333333335,25.6,2.1,1,16.001013466641023,2.0
nakhonpathom,27.0,87.6,7.276,25.0,18.4,131.1,11.2,6,9.333333333333334,5.06753899265526
nakhonpathom,28.2,77.2,0.59,8.33,40.0,123.0,10.7,6,13.1,5.06753899265526
nakhonpathom,26.3,92.6,12.02,33.33,30.2,58.5,4.9,3,16.001013466641023,2.0
nakhonpathom,27.9,83.9,0.767,16.67,27.0,88.3,7.6,4,10.444444444444445,5.06753899265526
nakhonpathom,29.0,79.2,0.026,4.17,24.8,119.6,10.2,7,11.875,5.06753899265526
nakhonpathom,28.6,80.5,4.616,16.67,25.354545454545452,162.2,13.9,7,11.571428571428571,26.0
nakhonpathom,26.7,89.9,40.708,33.33,22.791999999999998,113.0,9.7,5,1.0,1.0
nakhonpathom,27.5,86.8,9.776,29.17,29.15833333333333,157.2,13.5,8,11.666666666666666,5.06753899265526
nakhonpathom,28.0,86.3,15.757,12.5,25.72083333333333,220.8,19.2,9,9.666666666666666,5.06753899265526
nakhonpathom,27.4,89.0,19.16,16.67,46.4,127.8,10.9,6,13.0,2.15625
nakhonpathom,26.8,89.3,36.252,16.67,23.479545454545452,135.4,11.6,6,8.5,5.06753899265526
nakhonpathom,27.7,83.4,4.105,8.33,28.135211267605634,159.0,13.6,7,9.166666666666666,5.06753899265526
nakhonpathom,27.1,89.2,29.132,33.33,19.8,105.7,9.0,6,7.0,22.541666666666668
nakhonpathom,27.0,87.8,25.538,25.0,46.4,129.3,11.3,6,14.0,1.25
nakhonpathom,27.0,82.6,55.907,20.83,28.1,137.7,12.0,5,11.666666666666666,5.06753899265526
nakhonpathom,28.5,73.9,1.091,4.17,33.5,171.2,14.7,8,15.416666666666666,25.0
nakhonpathom,28.9,67.7,0.0,0.0,23.4,202.8,17.6,7,15.947368421052632,5.06753899265526
nakhonpathom,28.7,67.0,0.0,0.0,26.6,177.0,15.3,7,22.8,5.06753899265526
nakhonpathom,26.0,73.6,0.0,0.0,43.9,91.5,7.9,4,14.55,25.0
nakhonpathom,23.3,80.8,0.702,16.67,40.0,39.3,3.6,2,13.142857142857142,26.0
nakhonpathom,26.6,72.9,0.0,0.0,21.6,117.2,10.2,6,16.65,5.06753899265526
nakhonpathom,27.4,63.8,0.0,0.0,35.6,189.7,16.5,7,16.166666666666668,5.06753899265526
nakhonpathom,27.4,62.9,0.0,0.0,30.6,181.8,15.8,7,15.75,5.06753899265526
nakhonpathom,27.4,68.4,0.0,0.0,31.7,170.3,14.7,7,17.333333333333332,5.06753899265526
nakhonpathom,27.4,74.2,0.022,4.17,22.791999999999998,70.8,6.2,3,14.0,1.25
nakhonpathom,28.4,78.5,1.64,16.67,24.47450980392157,142.3,12.3,8,15.090909090909092,25.0
nakhonpathom,28.6,78.2,39.434,12.5,24.691999999999997,163.2,14.2,7,14.538461538461538,26.0
nakhonpathom,29.3,73.9,0.358,8.33,27.84888888888889,151.6,13.1,7,15.416666666666666,25.0
nakhonpathom,29.8,70.4,0.0,0.0,28.4,176.1,15.4,7,13.9,5.06753899265526
nakhonpathom,29.4,71.8,0.0,0.0,34.9,117.7,10.1,4,13.869565217391305,25.0
nakhonpathom,27.8,84.0,17.47,20.83,33.5,94.5,8.3,4,12.8,5.06753899265526
nakhonpathom,28.9,75.3,0.0,0.0,22.7,111.5,9.7,4,14.8,5.06753899265526
nakhonpathom,28.4,66.7,0.0,0.0,38.2,236.6,20.4,9,14.818181818181818,5.06753899265526
nakhonpathom,28.3,66.1,0.0,0.0,29.2,265.7,23.0,9,17.25,5.06753899265526
nakhonpathom,28.3,66.4,0.0,0.0,26.6,263.6,22.8,9,17.0,1.1851851851851851
nakhonpathom,27.6,65.8,0.0,0.0,38.9,229.1,19.6,8,17.0,1.1851851851851851
nakhonpathom,27.3,62.8,0.0,0.0,22.78,267.0,23.1,9,19.0,1.4482758620689655
nakhonpathom,27.1,60.6,0.0,0.0,22.791999999999998,268.3,23.3,9,10.0,1.9230769230769231
nakhonpathom,26.9,57.6,0.0,0.0,38.9,269.4,23.3,9,5.0,4.857142857142857
nakhonpathom,26.7,65.2,0.0,0.0,22.7,216.5,18.8,8,3.0,2.25
nakhonpathom,27.7,71.1,0.0,0.0,25.6,187.3,16.1,9,3.0,2.25
