name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,weather,description,icon,stations,PM25,PM10,O3,NO2,SO2,CO
bangkok,2022-01-01,30.1,22.0,26.4,30.9,22.0,26.8,18.2,61.7,0.0,0,0.0,,,,37.1,13.4,48.4,1015.4,34.4,10.0,106.8,9.4,6,,2022-01-01T06:41:34,2022-01-01T18:01:21,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",75.0,35.0,22.0,,,
bangkok,2022-01-02,30.6,22.2,26.6,32.3,22.2,27.0,18.5,61.9,0.0,0,0.0,,,,,16.5,42.6,1014.7,32.2,10.0,100.4,8.6,5,,2022-01-02T06:41:57,2022-01-02T18:01:55,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",75.0,40.0,17.0,,,
bangkok,2022-01-03,31.2,23.0,26.8,32.6,23.0,27.5,18.8,62.3,0.0,0,0.0,,,,,14.9,41.6,1013.2,37.8,10.0,104.0,9.0,5,,2022-01-03T06:42:18,2022-01-03T18:02:29,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",82.0,51.0,18.0,,,
bangkok,2022-01-04,32.3,24.2,27.6,34.3,24.2,28.6,19.9,63.7,0.0,0,0.0,,,,,13.4,13.0,1013.1,39.9,10.0,90.2,7.9,5,,2022-01-04T06:42:39,2022-01-04T18:03:04,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",101.0,59.0,21.0,,1.0,
bangkok,2022-01-05,33.7,23.7,28.1,34.8,23.7,28.7,18.8,59.0,0.0,0,0.0,,,,,10.7,16.8,1012.4,36.6,9.8,127.3,10.8,5,,2022-01-05T06:42:59,2022-01-05T18:03:38,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",112.0,56.0,23.0,,1.0,
bangkok,2022-01-06,34.1,23.2,28.4,34.1,23.2,28.7,18.1,56.3,0.0,0,0.0,,,,,14.8,51.1,1012.4,29.2,9.8,110.4,9.6,5,,2022-01-06T06:43:17,2022-01-06T18:04:13,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",113.0,64.0,20.0,,1.0,
bangkok,2022-01-07,33.8,22.5,28.5,35.3,22.5,29.2,19.1,59.0,0.0,0,0.0,,,,33.5,14.3,70.7,1013.2,26.1,9.5,111.6,9.6,5,,2022-01-07T06:43:35,2022-01-07T18:04:47,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",129.0,58.0,19.0,,1.0,
bangkok,2022-01-08,34.3,24.2,29.0,34.6,24.2,29.6,18.6,55.3,0.0,0,0.0,,,,,13.0,64.3,1013.1,30.9,10.0,110.6,9.5,5,,2022-01-08T06:43:52,2022-01-08T18:05:22,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",103.0,56.0,20.0,,1.0,
bangkok,2022-01-09,33.8,23.7,28.6,34.1,23.7,28.8,17.9,55.2,0.0,0,0.0,,,,,14.3,73.9,1011.8,27.3,9.6,109.4,9.5,5,,2022-01-09T06:44:08,2022-01-09T18:05:56,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",117.0,76.0,23.0,,1.0,
bangkok,2022-01-10,34.5,23.0,28.8,36.5,23.0,29.1,17.8,54.9,0.0,0,0.0,,0.0,0.0,31.7,11.6,140.2,1012.2,13.2,9.3,111.0,9.4,5,10.0,2022-01-10T06:44:23,2022-01-10T18:06:31,0.25,Clear,Clear conditions throughout the day.,clear-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",117.0,61.0,21.0,,1.0,
bangkok,2022-01-11,34.5,23.5,28.7,34.7,23.5,29.3,18.6,57.6,0.0,0,0.0,,0.0,0.0,14.4,16.1,116.1,1012.5,24.6,9.2,112.2,9.8,5,10.0,2022-01-11T06:44:37,2022-01-11T18:07:05,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",104.0,52.0,19.0,,,
bangkok,2022-01-12,32.9,24.2,28.3,35.2,24.2,29.5,20.5,64.5,0.0,0,0.0,rain,0.0,0.0,13.0,17.5,86.8,1013.2,32.8,9.0,108.2,9.3,5,10.0,2022-01-12T06:44:50,2022-01-12T18:07:39,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",99.0,49.0,22.0,,,
bangkok,2022-01-13,33.8,24.2,28.6,34.6,24.2,29.7,19.9,62.0,0.0,0,0.0,,0.0,0.0,18.4,17.5,130.4,1013.3,31.1,9.6,120.2,10.3,6,10.0,2022-01-13T06:45:02,2022-01-13T18:08:14,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",94.0,46.0,21.0,,,
bangkok,2022-01-14,32.9,24.0,28.2,34.3,24.0,29.2,20.5,66.1,0.0,0,0.0,,0.0,0.0,15.1,17.0,100.8,1013.5,30.6,9.1,113.5,9.7,5,10.0,2022-01-14T06:45:13,2022-01-14T18:08:47,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",85.0,48.0,25.0,,,
bangkok,2022-01-15,33.8,23.2,28.1,34.4,23.2,28.6,19.5,63.2,0.0,0,0.0,,0.0,0.0,15.5,14.3,122.9,1013.0,29.9,9.4,117.0,10.2,6,10.0,2022-01-15T06:45:22,2022-01-15T18:09:21,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",94.0,52.0,23.0,,1.0,
bangkok,2022-01-16,33.0,24.0,28.1,34.2,24.0,28.8,19.9,63.9,0.0,0,0.0,,0.0,0.0,14.4,12.5,124.1,1013.0,30.3,9.2,115.3,9.9,5,10.0,2022-01-16T06:45:31,2022-01-16T18:09:54,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",101.0,58.0,20.0,,,
bangkok,2022-01-17,33.3,23.0,28.2,34.4,23.0,29.0,19.7,62.6,0.0,0,0.0,,0.0,0.0,10.1,12.1,56.5,1012.8,32.1,9.0,110.7,9.6,5,10.0,2022-01-17T06:45:39,2022-01-17T18:10:28,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",120.0,59.0,18.0,,1.0,
bangkok,2022-01-18,33.6,23.5,28.7,34.7,23.5,29.1,18.0,54.0,0.0,0,0.0,,0.0,0.0,15.8,17.0,95.1,1012.4,29.9,9.5,103.7,8.9,5,10.0,2022-01-18T06:45:45,2022-01-18T18:11:00,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",110.0,48.0,19.0,,,
bangkok,2022-01-19,32.2,23.5,27.9,33.5,23.5,28.5,18.1,56.5,0.0,0,0.0,,0.0,0.0,35.3,17.9,93.1,1011.5,30.6,9.7,230.2,19.9,8,10.0,2022-01-19T06:45:51,2022-01-19T18:11:33,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",85.0,55.0,25.0,,,
bangkok,2022-01-20,32.8,23.2,27.9,34.7,23.2,29.0,19.4,61.0,0.0,0,0.0,,0.0,0.0,21.2,21.3,127.6,1010.5,34.8,9.9,247.1,21.3,8,10.0,2022-01-20T06:45:55,2022-01-20T18:12:05,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",102.0,35.0,12.0,,,
bangkok,2022-01-21,30.4,25.0,27.6,33.3,25.0,29.4,22.0,72.3,0.193,100,12.5,rain,0.0,0.0,27.0,22.7,157.1,1010.7,50.4,10.0,92.2,7.9,5,10.0,2022-01-21T06:45:58,2022-01-21T18:12:37,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",67.0,26.0,7.0,,,
bangkok,2022-01-22,30.9,24.0,26.8,34.5,24.0,28.3,22.7,78.9,24.058,100,25.0,rain,0.0,0.0,29.2,14.3,168.1,1009.4,49.3,9.6,79.6,6.9,3,10.0,2022-01-22T06:46:00,2022-01-22T18:13:08,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",57.0,24.0,15.0,,,
bangkok,2022-01-23,32.7,23.2,27.9,36.0,23.2,29.1,21.4,70.3,0.008,100,4.17,rain,0.0,0.0,24.8,13.4,234.2,1009.5,39.4,9.6,122.8,10.6,5,10.0,2022-01-23T06:46:01,2022-01-23T18:13:39,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",64.0,28.0,15.0,,,
bangkok,2022-01-24,33.5,23.2,28.1,35.8,23.2,29.3,21.3,69.3,0.0,0,0.0,rain,0.0,0.0,23.8,10.3,144.2,1009.7,33.4,9.6,101.2,8.8,5,10.0,2022-01-24T06:46:01,2022-01-24T18:14:10,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",74.0,31.0,19.0,,,
bangkok,2022-01-25,34.0,23.2,28.6,36.9,23.2,29.7,21.0,66.9,0.0,0,0.0,,0.0,0.0,18.0,10.7,156.4,1009.8,32.8,9.5,126.8,11.2,6,10.0,2022-01-25T06:45:59,2022-01-25T18:14:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",82.0,32.0,14.0,,,
bangkok,2022-01-26,33.7,24.2,28.4,37.9,24.2,30.4,22.2,70.8,0.0,0,0.0,,0.0,0.0,20.5,13.9,189.8,1010.3,38.8,9.1,98.6,8.5,6,10.0,2022-01-26T06:45:57,2022-01-26T18:15:10,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",81.0,37.0,12.0,,,
bangkok,2022-01-27,31.0,25.2,27.3,35.9,25.2,29.0,23.4,80.3,9.762,100,12.5,rain,0.0,0.0,20.9,19.9,209.1,1010.3,47.5,8.7,80.3,6.8,5,10.0,2022-01-27T06:45:53,2022-01-27T18:15:39,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",87.0,46.0,11.0,,,
bangkok,2022-01-28,33.1,24.0,28.5,40.0,24.0,31.4,23.8,77.3,0.0,0,0.0,,0.0,0.0,25.2,17.9,193.0,1010.5,35.8,9.1,98.6,8.5,5,10.0,2022-01-28T06:45:48,2022-01-28T18:16:08,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",83.0,41.0,16.0,,,
bangkok,2022-01-29,34.0,25.5,29.3,38.2,25.5,32.3,23.5,73.6,0.0,0,0.0,,0.0,0.0,29.2,13.4,205.5,1009.3,34.7,9.5,135.3,11.6,6,10.0,2022-01-29T06:45:42,2022-01-29T18:16:36,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",86.0,36.0,12.0,,,
bangkok,2022-01-30,35.0,25.3,29.8,37.0,25.3,31.6,20.7,62.3,0.0,0,0.0,,0.0,0.0,30.6,20.4,215.6,1008.9,32.2,9.8,153.0,13.3,7,10.0,2022-01-30T06:45:35,2022-01-30T18:17:03,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",78.0,36.0,9.0,,,
bangkok,2022-01-31,33.7,24.5,28.9,37.8,24.5,31.5,22.8,71.5,0.0,0,0.0,rain,0.0,0.0,31.3,18.5,188.8,1009.1,30.4,9.8,139.3,11.9,6,10.0,2022-01-31T06:45:27,2022-01-31T18:17:30,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",76.0,38.0,10.0,,,
bangkok,2022-02-01,33.5,25.2,28.9,37.5,25.2,32.1,23.2,72.9,0.0,0,0.0,,0.0,0.0,32.0,21.0,188.8,1009.6,37.4,9.7,126.7,11.0,5,10.0,2022-02-01T06:45:18,2022-02-01T18:17:57,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",70.0,33.0,9.0,,,
bangkok,2022-02-02,33.4,26.0,29.1,38.3,26.0,32.5,23.2,71.9,0.0,0,0.0,rain,0.0,0.0,28.1,22.8,193.7,1011.0,43.5,9.9,109.5,9.4,5,10.0,2022-02-02T06:45:08,2022-02-02T18:18:23,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",60.0,39.0,10.0,,,
bangkok,2022-02-03,32.7,25.0,28.7,37.2,25.0,31.5,23.2,73.6,3.878,100,12.5,rain,0.0,0.0,22.7,18.4,164.4,1010.9,43.6,9.9,125.1,10.9,7,30.0,2022-02-03T06:44:56,2022-02-03T18:18:48,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",74.0,42.0,14.0,,,
bangkok,2022-02-04,33.7,23.8,28.2,37.6,23.8,30.5,23.1,76.1,46.898,100,8.33,rain,0.0,0.0,18.7,21.2,101.2,1010.8,47.5,9.7,131.3,11.2,6,10.0,2022-02-04T06:44:44,2022-02-04T18:19:13,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",78.0,48.0,14.0,,,
bangkok,2022-02-05,32.3,24.4,28.0,36.1,24.4,29.3,21.3,69.4,0.0,0,0.0,,0.0,0.0,27.0,20.5,68.8,1011.9,47.6,9.9,130.3,11.2,5,10.0,2022-02-05T06:44:31,2022-02-05T18:19:37,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",94.0,54.0,22.0,,,
bangkok,2022-02-06,32.7,24.2,28.1,34.5,24.2,28.8,19.1,59.7,0.0,0,0.0,,0.0,0.0,15.5,20.0,32.2,1012.3,36.5,10.0,151.5,13.1,6,10.0,2022-02-06T06:44:16,2022-02-06T18:20:01,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",112.0,62.0,27.0,,1.0,
bangkok,2022-02-07,34.2,25.0,29.2,36.8,25.0,30.6,20.5,61.1,0.0,0,0.0,,0.0,0.0,15.5,12.5,55.4,1011.0,35.7,9.5,199.0,17.0,7,10.0,2022-02-07T06:44:00,2022-02-07T18:20:24,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",146.0,62.0,19.0,,1.0,
bangkok,2022-02-08,34.6,25.2,29.9,38.5,25.2,32.7,22.5,66.5,0.0,0,0.0,,0.0,0.0,23.4,13.4,172.5,1010.2,39.5,8.7,119.9,10.4,6,10.0,2022-02-08T06:43:44,2022-02-08T18:20:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",144.0,39.0,20.0,,,
bangkok,2022-02-09,33.4,26.5,29.0,40.9,26.5,33.5,24.3,76.5,3.872,100,4.17,rain,0.0,0.0,25.6,18.6,218.8,1010.5,45.2,9.3,72.6,6.5,4,10.0,2022-02-09T06:43:26,2022-02-09T18:21:09,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",88.0,37.0,18.0,,,
bangkok,2022-02-10,32.0,26.0,28.3,37.7,26.0,31.9,24.3,79.6,14.674,100,12.5,rain,0.0,0.0,25.6,17.0,180.0,1010.2,60.0,8.7,84.9,7.4,4,30.0,2022-02-10T06:43:08,2022-02-10T18:21:30,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",77.0,37.0,17.0,,,
bangkok,2022-02-11,32.7,25.5,28.5,38.6,25.5,32.2,23.9,76.8,0.014,100,4.17,rain,0.0,0.0,20.9,22.2,192.8,1009.3,53.0,9.3,86.7,7.5,3,30.0,2022-02-11T06:42:48,2022-02-11T18:21:51,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",69.0,43.0,14.0,,1.0,
bangkok,2022-02-12,31.8,25.5,27.9,37.6,25.5,31.1,24.2,81.1,1.987,100,16.67,rain,0.0,0.0,48.2,26.4,99.0,1008.7,55.7,9.4,79.4,6.7,3,10.0,2022-02-12T06:42:27,2022-02-12T18:22:11,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",80.0,45.0,11.0,,,
bangkok,2022-02-13,33.6,24.2,28.6,39.6,24.2,31.9,24.2,78.7,0.0,0,0.0,rain,0.0,0.0,24.5,15.7,162.9,1007.1,45.9,8.9,100.4,8.6,4,10.0,2022-02-13T06:42:06,2022-02-13T18:22:30,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",95.0,36.0,7.0,,,
bangkok,2022-02-14,29.8,25.0,27.4,36.1,25.0,30.4,24.1,82.8,8.385,100,12.5,rain,0.0,0.0,24.1,21.3,123.2,1008.3,53.6,9.3,124.3,10.6,6,30.0,2022-02-14T06:41:44,2022-02-14T18:22:49,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",71.0,42.0,8.0,,,
bangkok,2022-02-15,29.1,24.2,26.7,33.4,24.2,28.2,23.3,82.6,5.434,100,12.5,rain,0.0,0.0,24.8,18.0,100.5,1009.4,66.5,9.2,78.0,6.5,3,10.0,2022-02-15T06:41:20,2022-02-15T18:23:08,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",83.0,60.0,12.0,,,
bangkok,2022-02-16,30.1,24.0,26.6,34.2,24.0,28.5,23.5,83.8,0.009,100,4.17,rain,0.0,0.0,15.5,13.4,12.4,1008.3,58.8,8.1,82.9,7.2,4,10.0,2022-02-16T06:40:56,2022-02-16T18:23:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",119.0,62.0,6.0,,,
bangkok,2022-02-17,30.0,25.0,26.9,36.5,25.0,28.5,24.3,86.3,6.19,100,25.0,rain,0.0,0.0,22.3,15.2,141.6,1007.4,71.7,7.3,150.0,13.1,7,10.0,2022-02-17T06:40:31,2022-02-17T18:23:43,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",119.0,34.0,7.0,,,
bangkok,2022-02-18,31.7,24.2,27.6,36.8,24.2,30.5,24.0,81.7,0.236,100,12.5,rain,0.0,0.0,25.6,24.6,167.5,1008.4,47.8,9.3,118.4,10.1,6,30.0,2022-02-18T06:40:05,2022-02-18T18:23:59,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",62.0,23.0,4.0,,,
bangkok,2022-02-19,32.7,25.2,28.7,38.6,25.2,32.4,24.2,77.6,0.795,100,4.17,rain,0.0,0.0,29.5,24.1,189.8,1009.5,48.4,9.9,151.9,13.2,6,30.0,2022-02-19T06:39:38,2022-02-19T18:24:15,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",47.0,22.0,4.0,,,
bangkok,2022-02-20,32.5,27.0,29.2,38.6,30.9,34.4,24.8,78.1,0.0,0,0.0,,0.0,0.0,32.4,24.6,192.6,1008.3,46.9,10.0,139.3,12.1,7,60.0,2022-02-20T06:39:11,2022-02-20T18:24:31,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",40.0,30.0,9.0,,,
bangkok,2022-02-21,32.7,24.0,27.7,37.0,24.0,30.4,23.9,80.7,13.096,100,12.5,rain,0.0,0.0,32.0,21.3,98.1,1010.0,51.3,9.6,87.2,7.4,5,60.0,2022-02-21T06:38:42,2022-02-21T18:24:46,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",59.0,41.0,11.0,,,
bangkok,2022-02-22,30.4,22.0,25.8,33.9,22.0,26.9,20.4,72.8,0.0,0,0.0,,0.0,0.0,29.5,14.3,54.4,1013.1,50.0,9.7,131.8,11.4,6,10.0,2022-02-22T06:38:13,2022-02-22T18:25:00,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",75.0,56.0,22.0,,1.0,
bangkok,2022-02-23,32.1,23.2,27.6,34.8,23.2,28.7,19.9,63.8,0.0,0,0.0,,0.0,0.0,22.7,16.5,21.0,1014.0,43.7,9.7,155.6,13.4,6,10.0,2022-02-23T06:37:43,2022-02-23T18:25:14,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",105.0,55.0,18.0,,,
bangkok,2022-02-24,32.1,22.2,27.0,33.1,22.2,27.1,16.5,53.8,0.0,0,0.0,,0.0,0.0,31.7,17.5,23.3,1015.0,31.6,9.8,178.9,15.5,7,10.0,2022-02-24T06:37:13,2022-02-24T18:25:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",103.0,61.0,20.0,,1.0,
bangkok,2022-02-25,32.4,22.2,27.1,33.3,22.2,27.2,16.1,51.9,0.0,0,0.0,,0.0,0.0,28.8,19.1,27.2,1014.5,33.1,9.7,170.6,14.7,7,10.0,2022-02-25T06:36:41,2022-02-25T18:25:41,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",118.0,58.0,24.0,,1.0,
bangkok,2022-02-26,33.7,23.0,27.9,33.8,23.0,27.9,15.8,49.2,0.0,0,0.0,,0.0,0.0,32.0,16.1,8.2,1013.8,37.9,9.6,176.2,15.3,7,10.0,2022-02-26T06:36:09,2022-02-26T18:25:53,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",122.0,58.0,24.0,,1.0,
bangkok,2022-02-27,34.1,23.0,28.6,35.8,23.0,29.0,17.2,51.6,0.0,0,0.0,,0.0,0.0,42.5,17.6,57.3,1012.5,32.0,9.6,183.6,15.9,7,10.0,2022-02-27T06:35:37,2022-02-27T18:26:05,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",98.0,64.0,36.0,,1.0,
bangkok,2022-02-28,34.4,25.0,29.6,38.1,25.0,31.4,20.8,60.6,0.0,0,0.0,,0.0,0.0,11.2,13.4,107.0,1011.8,33.4,8.9,174.8,15.1,7,10.0,2022-02-28T06:35:03,2022-02-28T18:26:17,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",150.0,50.0,16.0,,,
bangkok,2022-03-01,34.5,27.0,30.1,40.6,29.7,34.7,23.6,68.9,0.0,0,0.0,,0.0,0.0,27.7,15.7,199.9,1011.2,35.1,9.2,160.3,14.0,7,10.0,2022-03-01T06:34:29,2022-03-01T18:26:28,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,E4214,48455099999,VTBS,VTBD,48453099999,48456099999,48454099999,48459099999,48420099999",107.0,41.0,14.0,,,
